ID,Multiyear ID,Single or multiple application,Operator,Trial Type,Trial Status,Country,Location/Place,Year of Results,Crop,Seed/Transplant,Novihum Product,Granulate Size,Base Material Origin,Rate Novihum in kg/m²,Rate Novihum in Vol%,Rate Novihum in Mass%,Application Depth in m,Application Wide in m,Application Technique,Application Periode,Other Products,Fert flag,Nitrogen Compensation,Compost Manure,Drought Trial,Irrigation Level in %,Soil note,Soil Type in Numbers of Sand Silt Clay,Sand,Silt,Clay,Soil Type/Substrate,pH (Method not Known,pH (in H2O),pH (in KCl-Solution),pH (in CaCl2-Solution),Corg-Level Qualitativ,Corg-Level Quantitativ,Growth Conditions,Controlled Conditions,Result Control (Data as Recieved ),Unit1,Result Novihum (Data as Recieved),Unit2,Result Control (Edited by Novihum),Unit3,Result Novihum (Edited by Novihum),Unit4,Relative Yield difference,Statistical Significant,Standard Deviation Control,Standard Deviation Novihum,Earlier Higher Yield,Visible Quality Difference,Additional Information,Further Addition Information,Bulk Density,Row Number in Excel,Trial Quality for NN,App rate,Rel yield
597,,,LWK Niedersachsen,Science,closed,Germany,Suderburg,2020,Potato,Seeds,Dispersa,25,Rhein,0.025,,,0.05,0.1,Line,,yes,,FALSE,no,FALSE,,,,,,,sandy loam,6.3,,,,,,free,No,814.9,dt/ha,795.2,dt/ha,8.15,kg/m²,7.95,kg/m²,-0.02,FALSE,,,FALSE,,Unterfußdüngung,"0,75 m Reihenab",,,+,250,-0.02
598,,,LWK Niedersachsen,Science,closed,Germany,Suderburg,2020,Potato,Seeds,Dispersa,25,Rhein,0.05,,,0.05,0.1,Line,,yes,,FALSE,no,FALSE,,,,,,,sandy loam,6.3,,,,,,free,No,814.9,dt/ha,843.4,dt/ha,8.15,kg/m²,8.43,kg/m²,0.03,FALSE,,,FALSE,,Unterfußdüngung,"0,75 m Reihenab",,,+,500,0.03
599,,,LWK Niedersachsen,Science,closed,Germany,Suderburg,2020,Potato,Seeds,Dispersa,25,Rhein,0.09,,,0.05,0.1,Line,,yes,,FALSE,no,FALSE,,,,,,,sandy loam,6.3,,,,,,free,No,814.9,dt/ha,816.5,dt/ha,8.15,kg/m²,8.17,kg/m²,0.00,FALSE,,,FALSE,,Unterfußdüngung,"0,75 m Reihenab",,,+,900,0.00
600,,,LWK Niedersachsen,Science,closed,Germany,Suderburg,2020,Potato,Seeds,Argil,25,Rhein,0.01,,,0.05,0.1,Line,,yes,,FALSE,no,FALSE,,,,,,,sandy loam,6.3,,,,,,free,No,814.9,dt/ha,823.3,dt/ha,8.15,kg/m²,8.23,kg/m²,0.01,FALSE,,,FALSE,,Unterfußdüngung,"0,75 m Reihenab",,,+,100,0.01
601,,,LWK Niedersachsen,Science,closed,Germany,Suderburg,2020,Potato,Seeds,Argil,25,Rhein,0.025,,,0.05,0.1,Line,,yes,,FALSE,no,FALSE,,,,,,,sandy loam,6.3,,,,,,free,No,814.9,dt/ha,836.2,dt/ha,8.15,kg/m²,8.36,kg/m²,0.03,FALSE,,,FALSE,,Unterfußdüngung,"0,75 m Reihenab",,,+,250,0.03
602,,,LWK Niedersachsen,Science,closed,Germany,Suderburg,2020,Potato,Seeds,Argil,25,Rhein,0.05,,,0.05,0.1,Line,,yes,,FALSE,no,FALSE,,,,,,,sandy loam,6.3,,,,,,free,No,814.9,dt/ha,860.3,dt/ha,8.15,kg/m²,8.6,kg/m²,0.06,FALSE,,,FALSE,,Unterfußdüngung,"0,75 m Reihenab",,,+,500,0.06
603,,,LWK Niedersachsen,Science,closed,Germany,Suderburg,2020,Potato,Seeds,Argil,25,Rhein,0.09,,,0.05,0.1,Line,,yes,,FALSE,no,FALSE,,,,,,,sandy loam,6.3,,,,,,free,No,814.9,dt/ha,832.3,dt/ha,8.15,kg/m²,8.32,kg/m²,0.02,FALSE,,,FALSE,,Unterfußdüngung,"0,75 m Reihenab",,,+,900,0.02
604,,,Justin Vineyards,Commercial,closed,USA,Paso Robles,2020,Vines,Transplants,Fine,02,Rhein,0.18,,,0.5,0.4,Pot,,,,FALSE,no,FALSE,,,,,,,sandy loam,,,,,,,free,No,172.8,cm,197,cm,172.8,cm,197.92,cm,0.14,TRUE,,,FALSE,+,,,,,0,1800,0.14
605,,,RWZ,Commercial,closed,Germany,,2020,Potato,Seeds,Novihum (discontinued),25,Rhein,0.0012,,,0.05,0.1,Line,,yes,,FALSE,no,FALSE,,,,,,,sandy loam,,,,,,,free,No,36.86,t/ha,39.52,t/ha,3.7,kg/m²,4,kg/m²,0.07,FALSE,,,FALSE,,Unterfußdüngung,,,,+,12,0.07
606,,,VR +,Commercial,closed,Germany,Lüchow,2020,Potato,Seeds,Dispersa,25,Rhein,0.1,,,0.05,0.1,Line,,yes,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,,,FALSE,,,,,,+,1000,
607,,,Miguel Cabrera,Commercial,closed,Spain,Almeria,2020,Zucchini,Transplants,Fine,02,Rhein,0.1,,,0.1,0.1,Pot,,,,FALSE,no,FALSE,,,,,,,,,,,,,,protected,Yes,0.6,kg/m²,0.7,kg/m²,0.6,kg/m²,0.7,kg/m²,0.17,TRUE,,,FALSE,+,,,,,0,1000,0.17
608,,,VR +,Commercial,closed,Germany,,2020,Silo maize,Seeds,Dispersa,25,Rhein,0.1,,,0.2,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,Partly,109.1,dt/ha,117.3,dt/ha,1.1,kg/m²,1.2,kg/m²,0.08,FALSE,,,FALSE,,Amavit,,,,+,1000,0.08
609,,,Texas A&M,Science,closed,USA,Uvalde,2020,Tomato,Transplants,Novihum (discontinued),25,Rhein,0.15,,,0.2,1,Flat,,yes,,FALSE,no,FALSE,,,,,,,clay,,,,,,,free,Partly,40.75,t/ha,50.03,t/ha,4.1,kg/m²,5,kg/m²,0.23,FALSE,,,FALSE,,,,,,+,1500,0.23
610,,,Vrieswoud,Commercial,closed,Germany,Deetz,2020,Winter Rye,Seeds,,25,Rhein,0.14,,,0.2,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,28.09,dt/ha,31.22,dt/ha,0.28,kg/m²,0.31,kg/m²,0.11,TRUE,,,FALSE,,,,,,0,1400,0.11
611,,,VR +,Commercial,closed,Germany,,2020,Silo maize,Seeds,Dispersa,25,Rhein,0.1,,,0.2,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,Partly,118.14,dt/ha,125.09,dt/ha,1.18,kg/m²,1.25,kg/m²,0.06,FALSE,,,FALSE,,Rancador,,,,+,1000,0.06
612,,,Ivan Acien,Commercial,closed,Spain,Almeria,2020,Cucumber,Transplants,Fine,02,Rhein,2.66,,,0.05,0.15,Pot,,,,FALSE,no,FALSE,,,,,,,clay,,,,,,,protected,Yes,2.34,kg/m²,2.56,kg/m²,2.34,kg/m²,2.56,kg/m²,0.09,FALSE,,,FALSE,,,,,,,26600,0.09
613,,,Mid South Family Farms,Commercial,closed,USA,Ripley,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.034,,,0.2,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,,,,,,,free,No,1401,lbs/ac,1374,lbs/ac,0.157,kg/m²,0.154,kg/m²,-0.02,FALSE,,,FALSE,,lints/ac,,,,+,340,-0.02
614,,,Mid South Family Farms,Commercial,closed,USA,Ripley,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.067,,,0.2,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,,,,,,,free,No,1401,lbs/ac,1364,lbs/ac,0.157,kg/m²,0.153,kg/m²,-0.03,FALSE,,,FALSE,,lints/ac,,,,+,670,-0.03
615,,,Mid South Family Farms,Commercial,closed,USA,Ripley,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.13,,,0.2,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,,,,,,,free,No,1401,lbs/ac,1472,lbs/ac,0.157,kg/m²,0.165,kg/m²,0.05,FALSE,,,FALSE,,lints/ac,,,,+,1300,0.05
616,,,Mid South Family Farms,Commercial,closed,USA,Ripley,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.034,,,0.2,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,,,,,,,free,No,1183,lbs/ac,1074,lbs/ac,0.133,kg/m²,0.12,kg/m²,-0.09,FALSE,,,FALSE,,lints/ac,,,,+,340,-0.09
617,,,Mid South Family Farms,Commercial,closed,USA,Ripley,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.067,,,0.2,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,,,,,,,free,No,1183,lbs/ac,1217,lbs/ac,0.133,kg/m²,0.136,kg/m²,0.03,FALSE,,,FALSE,,lints/ac,,,,+,670,0.03
618,,,Mid South Family Farms,Commercial,closed,USA,Ripley,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.13,,,0.2,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,,,,,,,free,No,1183,lbs/ac,1274,lbs/ac,0.133,kg/m²,0.143,kg/m²,0.08,FALSE,,,FALSE,,lints/ac,,,,+,1300,0.08
619,AgriCenter International Cotton,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.005,,,0.2,0.3,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1355,lbs/ac,0.13,kg/m²,0.152,kg/m²,0.17,FALSE,,,FALSE,,lints/ac,,,,+,50,0.17
620,AgriCenter International Cotton,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.011,,,0.2,0.3,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1476.4,lbs/ac,0.13,kg/m²,0.165,kg/m²,0.27,FALSE,,,FALSE,,lints/ac,,,,+,110,0.27
621,AgriCenter International Cotton,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.016,,,0.2,0.3,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1318,lbs/ac,0.13,kg/m²,0.148,kg/m²,0.13,FALSE,,,FALSE,,lints/ac,,,,+,160,0.13
622,AgriCenter International Cotton,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.039,,,0.2,0.3,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1368.5,lbs/ac,0.13,kg/m²,0.153,kg/m²,0.18,FALSE,,,FALSE,,lints/ac,,,,+,390,0.18
623,AgriCenter International Cotton,single,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.078,,,0.2,0.3,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1376.4,lbs/ac,0.13,kg/m²,0.154,kg/m²,0.18,FALSE,,,FALSE,,lints/ac,,,,+,780,0.18
624,AgriCenter International Cotton,single,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.039,,,0.2,0.3,Line,single,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1326.9,lbs/ac,0.13,kg/m²,0.149,kg/m²,0.14,FALSE,,,FALSE,,lints/ac,,,,+,390,0.14
625,AgriCenter International Cotton,single,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.078,,,0.2,0.3,Line,single,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1275.3,lbs/ac,0.13,kg/m²,0.143,kg/m²,0.10,FALSE,,,FALSE,,lints/ac,,,,+,780,0.10
626,AgriCenter International Cotton,single,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.168,,,0.2,0.3,Line,single,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1320.2,lbs/ac,0.13,kg/m²,0.148,kg/m²,0.14,FALSE,,,FALSE,,lints/ac,,,,+,1680,0.14
627,AgriCenter International Cotton,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.005,,,0.2,0.15,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1346,lbs/ac,0.13,kg/m²,0.151,kg/m²,0.16,FALSE,,,FALSE,,lints/ac,,,,+,50,0.16
628,AgriCenter International Cotton,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.011,,,0.2,0.15,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1411,lbs/ac,0.13,kg/m²,0.158,kg/m²,0.21,FALSE,,,FALSE,,lints/ac,,,,+,110,0.21
629,AgriCenter International Cotton,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.016,,,0.2,0.15,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1437,lbs/ac,0.13,kg/m²,0.161,kg/m²,0.24,FALSE,,,FALSE,,lints/ac,,,,+,160,0.24
630,AgriCenter International Cotton,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.039,,,0.2,0.15,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1400,lbs/ac,0.13,kg/m²,0.157,kg/m²,0.21,FALSE,,,FALSE,,lints/ac,,,,+,390,0.21
631,AgriCenter International Cotton,single,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.078,,,0.2,0.15,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1340,lbs/ac,0.13,kg/m²,0.15,kg/m²,0.15,FALSE,,,FALSE,,lints/ac,,,,+,780,0.15
632,AgriCenter International Cotton,single,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.039,,,0.2,0.15,Line,single,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1353,lbs/ac,0.13,kg/m²,0.152,kg/m²,0.16,FALSE,,,FALSE,,lints/ac,,,,+,390,0.16
633,AgriCenter International Cotton,single,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.078,,,0.2,0.15,Line,single,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1359.5,lbs/ac,0.13,kg/m²,0.152,kg/m²,0.17,FALSE,,,FALSE,,lints/ac,,,,+,780,0.17
634,AgriCenter International Cotton,single,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.168,,,0.2,0.15,Line,single,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1364,lbs/ac,0.13,kg/m²,0.153,kg/m²,0.17,FALSE,,,FALSE,,lints/ac,,,,+,1680,0.17
635,AgriCenter International Cotton,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.005,,,0.2,0.02,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1383.1,lbs/ac,0.13,kg/m²,0.155,kg/m²,0.19,FALSE,,,FALSE,,lints/ac,,,,+,50,0.19
636,AgriCenter International Cotton,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.011,,,0.2,0.02,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1461.8,lbs/ac,0.13,kg/m²,0.164,kg/m²,0.26,FALSE,,,FALSE,,lints/ac,,,,+,110,0.26
637,AgriCenter International Cotton,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Cotton,Seeds,Novihum (discontinued),25,Rhein,0.016,,,0.2,0.02,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,0.99,free,No,1161.8,lbs/ac,1353.9,lbs/ac,0.13,kg/m²,0.152,kg/m²,0.17,FALSE,,,FALSE,,lints/ac,,,,+,160,0.17
638,AgriCenter International Sweetpotato,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.005,,,0.2,0.3,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,16620.8,lbs/ac,1.82,kg/m²,1.86,kg/m²,0.02,FALSE,,,FALSE,,,,,,+,50,0.02
639,AgriCenter International Sweetpotato,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.011,,,0.2,0.3,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,18726.6,lbs/ac,1.82,kg/m²,2.1,kg/m²,0.15,FALSE,,,FALSE,,,,,,+,110,0.15
640,AgriCenter International Sweetpotato,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.016,,,0.2,0.3,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,19478.7,lbs/ac,1.82,kg/m²,2.18,kg/m²,0.20,FALSE,,,FALSE,,,,,,+,160,0.20
641,AgriCenter International Sweetpotato,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.039,,,0.2,0.3,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,20682,lbs/ac,1.82,kg/m²,2.32,kg/m²,0.27,FALSE,,,FALSE,,,,,,+,390,0.27
642,AgriCenter International Sweetpotato,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.078,,,0.2,0.3,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,18124.9,lbs/ac,1.82,kg/m²,2.03,kg/m²,0.12,FALSE,,,FALSE,,,,,,+,780,0.12
643,AgriCenter International Sweetpotato,single,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.039,,,0.2,0.3,Line,single,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,16620.8,lbs/ac,1.82,kg/m²,1.86,kg/m²,0.02,FALSE,,,FALSE,,,,,,+,390,0.02
644,AgriCenter International Sweetpotato,single,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.078,,,0.2,0.3,Line,single,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,18275.4,lbs/ac,1.82,kg/m²,2.05,kg/m²,0.13,FALSE,,,FALSE,,,,,,+,780,0.13
645,AgriCenter International Sweetpotato,single,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.168,,,0.2,0.3,Line,single,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,22637.4,lbs/ac,1.82,kg/m²,2.54,kg/m²,0.39,FALSE,,,FALSE,,,,,,+,1680,0.39
646,AgriCenter International Sweetpotato,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.005,,,0.2,0.15,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,20305.9,lbs/ac,1.82,kg/m²,2.28,kg/m²,0.25,FALSE,,,FALSE,,,,,,+,50,0.25
647,AgriCenter International Sweetpotato,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.011,,,0.2,0.15,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,15116.6,lbs/ac,1.82,kg/m²,1.69,kg/m²,-0.07,FALSE,,,FALSE,,,,,,+,110,-0.07
648,AgriCenter International Sweetpotato,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.016,,,0.2,0.15,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,17748.9,lbs/ac,1.82,kg/m²,1.99,kg/m²,0.09,FALSE,,,FALSE,,,,,,+,160,0.09
649,AgriCenter International Sweetpotato,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.039,,,0.2,0.15,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,20682,lbs/ac,1.82,kg/m²,2.32,kg/m²,0.27,FALSE,,,FALSE,,,,,,+,390,0.27
650,AgriCenter International Sweetpotato,single,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.078,,,0.2,0.15,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,24367,lbs/ac,1.82,kg/m²,2.73,kg/m²,0.50,FALSE,,,FALSE,,,,,,+,780,0.50
651,AgriCenter International Sweetpotato,single,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.039,,,0.2,0.15,Line,single,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,21058,lbs/ac,1.82,kg/m²,2.36,kg/m²,0.30,FALSE,,,FALSE,,,,,,+,390,0.30
652,AgriCenter International Sweetpotato,single,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.078,,,0.2,0.15,Line,single,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,22938.2,lbs/ac,1.82,kg/m²,2.57,kg/m²,0.41,FALSE,,,FALSE,,,,,,+,780,0.41
653,AgriCenter International Sweetpotato,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.168,,,0.2,0.15,Line,single,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,24968.8,lbs/ac,1.82,kg/m²,2.8,kg/m²,0.54,FALSE,,,FALSE,,,,,,+,1680,0.54
654,AgriCenter International Sweetpotato,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.005,,,0.2,0.02,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,22562.2,lbs/ac,1.82,kg/m²,2.53,kg/m²,0.39,FALSE,,,FALSE,,,,,,+,50,0.39
655,AgriCenter International Sweetpotato,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.011,,,0.2,0.02,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,20305.9,lbs/ac,1.82,kg/m²,2.28,kg/m²,0.25,FALSE,,,FALSE,,,,,,+,110,0.25
656,AgriCenter International Sweetpotato,yearly,AgriCenter International,Science,closed,USA,Memphis,2020,Sweet Potato,Transplants,Novihum (discontinued),25,Rhein,0.039,,,0.2,0.02,Line,yearly,,,FALSE,no,FALSE,,,,,,,silt loam,6.3,,,,,1.4,free,No,16244.7,lbs/ac,22336.5,lbs/ac,1.82,kg/m²,2.5,kg/m²,0.38,FALSE,,,FALSE,,,,,,+,390,0.38
657,,,Mission Farms,Commercial,closed,USA,,2019,Romain Lettuce,Seeds,Novihum (discontinued),25,Rhein,0.078,,,0.2,1,Flat,,,,FALSE,no,FALSE,,,40;36;24,40,36,24,loam,,,,,,,free,Partly,440.91,g/plant,406.76,g/plant,4.4,kg/m²,4.06,kg/m²,-0.08,FALSE,,,FALSE,,,,,,+,780,-0.08
658,,,Bundaberg,Commercial,closed,Australia,Qunaba,2021,Sweet Potato,Transplants,Dispersa,25,Rhein,0.027,,,0.2,1,Flat,,,,FALSE,no,FALSE,,,,,,,clay loam,,,,,,,free,,,,,,,,,,,FALSE,,,FALSE,,,,,,+,270,
659,,,UC Davis,Science,closed,USA,Dos Palos,2019,Tomato,Transplants,Novihum (discontinued),25,Rhein,0.04,,,0.1,0.15,Line,,,,FALSE,both,FALSE,,,,,,,clay loam,7.7,,,,,,free,Partly,54.77,t/ac,55.42,t/ac,13.5,kg/m²,13.7,kg/m²,0.01,FALSE,,,FALSE,,,,,,+,400,0.01
660,,,UC Davis,Science,closed,USA,Dos Palos,2019,Tomato,Transplants,Novihum (discontinued),25,Rhein,0.08,,,0.1,0.15,Line,,,,FALSE,both,FALSE,,,,,,,clay loam,7.7,,,,,,free,Partly,54.77,t/ac,57.44,t/ac,13.5,kg/m²,14.2,kg/m²,0.05,FALSE,,,FALSE,,,,,,+,800,0.05
661,,,Hetterich,Science,closed,Germany,Siemitz,2021,Winter Wheat,Seeds,Argil,25,Rhein,0.015,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,6.6,,,,,2.2,free,No,54.15,dt/ha,53.98,dt/ha,0.541,kg/m²,0.54,kg/m²,0.00,FALSE,0.06,0.029,FALSE,,,,,,+,150,0.00
662,,,Hetterich,Science,closed,Germany,Siemitz,2021,Winter Wheat,Seeds,Argil,25,Rhein,0.03,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,6.6,,,,,2.2,free,No,54.15,dt/ha,54.62,dt/ha,0.541,kg/m²,0.546,kg/m²,0.01,FALSE,0.06,0.053,FALSE,,,,,,+,300,0.01
663,,,Hetterich,Science,closed,Germany,Siemitz,2021,Winter Wheat,Seeds,Argil,25,Rhein,0.045,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,6.6,,,,,2.2,free,No,54.15,dt/ha,53.62,dt/ha,0.541,kg/m²,0.536,kg/m²,-0.01,FALSE,0.06,0.034,FALSE,,,,,,+,450,-0.01
664,,,Hetterich,Science,closed,Germany,Siemitz,2021,Winter Wheat,Seeds,Argil,25,Rhein,0.02,,,0.1,1,Flat,,-15% N,x,FALSE,no,FALSE,,,,,,,sandy loam,6.6,,,,,2.2,free,No,54.15,dt/ha,52.45,dt/ha,0.541,kg/m²,0.525,kg/m²,-0.03,FALSE,0.06,0.038,FALSE,,,,,,+,200,-0.03
